author;year;title;journal;pages;place;taxa;region;number
Artigas, J.N. & Papavero, N.;1995;Notes on the spermathecae of Pantophthalmus pictus (Wiedemann) (Diptera, Panthophthalmidae);Boletin de la Sociedad de Biologia de Concepcion 66;7-9;Concepcion;Panthophthalmidae/;/Neotr:/;233
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.10. Subfamily Asilinae Leach - Lecania-group, with a catalogue of the Neotropical species;Theoria 4;33-56;Concepcion;Apocleinae/Asilinae/Lecania/Pachychoeta/Nyssoprosopa)/Cerozodus/Ctenodontina(Catostola)/;/Nearc:/Neotr:/;234
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.3. Subfamily Asilinae Leach, Eichoichemus - group, with the proposal of two new genera and a catalogue of the...;Gayana. Zoologia. Universidad de Concepcion, Instituto Central de Biologia 59(1);97-102;Concepcion;Apocleinae/Eichoichemus/Proctophoroides+Wygodasilus n.gen./;/Nearc:/Neotr:/;235
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.4. Subfamily Asilinae Leach -Glaphyropyga group-, with the proposal of two new genera and a catalogue...;Boletin de la Sociedad de Biologia de Concepcion 66;11-33;Concepcion;Apocleinae/Glaphyropyga(Tapinostylus/Opopotes)/Leptoharpacticus/Megalometopon n.nom.(Megametopon)/Neotes n.nom.(Nesiotes)/Nevadasilus n.gen.(Regasilus)/Nomomyia/Tsacasia n.gen./Zoticus/Regasilus/;/Nearc:/Neotr:/;236
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.5. Subfamily Asilinae Leach -Lochmorhynchus group-, with a catalogue of the Neotropical species;Gayana. Zoologia. Universidad de Concepcion, Instituto Central de Biologia 59(2);131-144;Concepcion;Apocleinae/Lochmorhynchus(Philonerax/Lonchodogonus/Eremomyia/Eretomyia)/Apotinocerus/;/Neotr:/;237
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.7. Subfamily Asilinae Leach, Proctacanthus-group, with the proposal of a new genus and a catalogue...;Gayana. Zoologia. Universidad de Concepcion, Instituto Central de Biologia 59(2);145-160;Concepcion;Apocleinae/Eccritosia/Proctacanthella/Proctacanthus/Taurhynchus n.gen./;/Nearc:/Neotr:/;238
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.8. Subfamily Asilinae Leach -Eicherax group-, with a catalogue of the Neotropical species;Boletin de la Sociedad de Biologia de Concepcion 66;35-42;Concepcion;Apocleinae/Eicherax/Eraxasilus/;/Neotr:/;239
Artigas, J.N. & Papavero, N.;1995;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.9. Subfamily Asilinae Leach -Myaptex-group, with the proposal of two new genera and a catalogue...;Revista chilena de Entomologia 22;55-73;Santiago;Apocleinae/Atractocoma/Furcilla/Martinella n.gen./Myaptex/Myaptexaria n.gen./Rhadinosoma/Wilcoxius/;/Nearc:/Neotr:/;240
Artigas, J.N. & Papavero, N.;1997;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.1. Subfamily Asilinae Leach (including Apocleinae Lehr): Key to generic group;Arquivos de Zoologia do Estado de Sao Paulo 34(2);57-63;Sao Paulo;Asilinae/Apocleinae/Ommatinae/;/Nearc:/Neotr:/;9441
Artigas, J.N. & Papavero, N.;1997;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.2. Subfamily Asilinae Leach - Efferia -group, with the proposal of five new genera and a catalogue of the...;Arquivos de Zoologia do Estado de Sao Paulo 34(3);65-95;Sao Paulo;gen.n./Asilinae/Apocleinae/Pogoniefferia/Cratolestes/Triorla/Diplosynapsis/Porasilus/Nerax/Efferia/Carinefferia/Aridefferia/Tuberculefferia/Albibarbefferia/;/Nearc:/Neotr:/;9442
Artigas, J.N. & Papavero, N.;1997;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IX.6. Subfamily Asilinae Leach - Mallophora -group, with a catalogue of the Neotropical species;Arquivos de Zoologia do Estado de Sao Paulo 34(4);97-120;Sao Paulo;Apocleinae/Mallophora/Megaphorus/Promachus/Amblyonychus/Carreraomyia/Promachella/;/Nearc:/Neotr:/;9443
Artigas, J.N. & Papavero, N. & Costa, C.A. da;1997;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. VIII. Subfamily Laphystiinae G.H. Hardy, with descriptions of five new genera and species and a catalogue of the...;Arquivos de Zoologia do Estado de Sao Paulo 34(1);1-55;Sao Paulo;Laphystiinae/n.gen./Zabrops/Hexameritia/Helolaphyctis/Apoxyria/Laphygmolestes/Laphystia/Cymbipyga/Psilocurus/Macahyba/Martinia/Cochleariocera/Protometer/Triclioscelis/Perasis/Asicya/Gymnotriclis/Chrysotriclis/;/Nearc:/Neotr:/;9440
Artigas, J.N. & Papavero, N. & Pimentel, N.P.;1988;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. IV. Key to the genera of Laphriinae Macquart (except tribe Atomosiini Hermann) with the description of three new...;Boletim do Museu Paraense Emilio Goeldi. Serie Zoologia 4(2);211-256;Belem;Laphriinae/Smeryngolaphria+Pilica n.sp./Alipiolaphria/Cryptomerynx/;/Nearc:/Neotr:/;241
Artigas, J.N. & Papavero, N. & Serra, A.L.;1991;The American genera of Asilidae (Diptera): Keys for identification with an atlas of female spermathecae and other morphological details. VI. Tribe Atomosiini Hermann (Laphriinae), with descriptions of two new genera and three new species, and a catalogue;Gayana. Zoologia. Universidad de Concepcion, Instituto Central de Biologia 55(1);53-85;Concepcion;Aphractia+Cyphomyiactia n.gen./Dissmeryngodes n.sp./Atomosiini/;/Nearc:/Neotr:/;242
Artigas, J.N. & Parra, L.E.;2006;Phylogeny of the genus Alyssomyia Hull, with descriptions of two new species (Diptera, Asilidae, Stenopogoninae, Enigmomorphini);*Studies on Neotropical Fauna and Environment 41(2);97-116;?;Alyssomyia n.sp./;/Neotr:/Chile/;10973
Artigas, J.N. & Reyes, E.;1975;Aparato reproductor de las hembras de tres especes de asilidos chilenos, con enfassi en la estructura de las spermatheca (Diptera-Asilidae);Boletin de la Sociedad de Biologia de Concepcion 44;195-205;Concepcion;;/Neotr:/Chile/;243
Artigas, J.N. & Reyes, E.;1977;Estudio por taxonomia numerica de las spermathecae en el genero Mallophora y sus relaciones filogeneticas;Boletin de la Sociedad de Biologia de Concepcion 51;51-58;Concepcion;Mallophora/;/Neotr:/;244
Artokhin, K.S.;1982;[Robber flies] (in russisch);Zascita rastenij 1982(4);29;St. Petersbourg;;/Palae:/;245
Ashby, E.B.;1920;Heterocera and Diptera from North Italy;Proceedings of the Royal Entomological Society of London 1920;61;London;Pogonosoma/Molobrotia/;/Palae:/Italy/;248
Ashby, E.B.;1920;Notes on collecting in Italy (1918 and 1919);The Entomologist`s Journal & Record of Variation 32;59-63, 97-100, 207-208, 228-231 (208);London;Asilus dasypogon/;/Palae:/Europe/Italy/;9739
Ashby, E.B.;1922;Notes on entomology in France and Italy, July-August, 1921;The Entomologist`s Journal & Record of Variation 34;158-164 (160);London;Asilus inconstans/;/Palae:/Europe/Italy/France/;9740
Ashby, E.B.;1923;A summer holiday at Nyons, Drome, and La Sainte Baume, Var., in July, 1922;The Entomologist`s Journal & Record of Variation 35;48-53 (49, 52);London;Dasypogon diadema/Stenopogon sabaudus/;/Palae:/Europe/France/;9741
Ashby, E.B.;1924;Digne and the Basses Alpes in July, 1923;The Entomologist`s Journal & Record of Variation 36;102-106, 122-126 (105, 124, 126);London;;/Palae:/Europe/France/Alps/;9742
Ashby, E.B.;1928;Turin, Arquata Serivia and Oulx, in May-June, 1928;The Entomologist`s Journal & Record of Variation 40;91-94, 130-133 (131);London;Pamponerus germanicus/Dioctria atricapilla/;/Palae:/Europe/Italy/;9743
Ashby, E.B.;1930;Cavalaire and the New Riviera, May, 1929;The Entomologist`s Journal & Record of Variation 42;9-11, 38-39 (11, 39);London;Molobratia teutonus/Echthistus rufinervis/;/Palae:/Europe/Italy/;9744
Ashby, E.B.;1931;Draquiqnan and St. Aygulf, Var. France as collecting centres in April-May, 1930;The Entomologist`s Journal & Record of Variation 43;131-133, 149-151 (133,150);London;Pamponerus germanicus/Dioctria oelandica/;/Palae:/Europe/France/;9745
Ashby, E.B.;1934;The Cottian Alps and Turin in June-July, 1933;The Entomologist`s Journal & Record of Variation 46;81-83, 105-107, 116-117 (117);London;Pamponerus germanicus/Dioctria atricapilla/;/Palae:/Europe/Italy/France/Alps/;9746
Ashby, E.B.;1936;Oxoir-la-Ferriere, Puy de Dome mountain, and Le mont Dore, France, in June-August, 1935;The Entomologist`s Journal & Record of Variation 48;70-73, 81-83 (82);London;Laphria flava/;/Palae:/Europe/France/;9747
Attwood, R.W.;1937;Robber flies attacking Tortrix viridana;The Entomologist`s Record and Journal of Variation 49;104-105;London;Neoitamus/;/Palae:/;255
Aubrook, E.W.;1966;Pamponerus germanicus (L.) (Diptera, Asilidae) in North Lancs;The Entomologist`s Monthly Magazine 101;205;London;Pamponerus/;/Palae:/UK/;267
Audcent, H.;1917;Diptera at Dunster (Somerset);The Entomologist`s Monthly Magazine 53;41-42;London;Tolmerus atricapillus/;/Palae:/Europe/UK/;9748
Audcent, H.;1933;Diptera with prey;Journal of the Entomological Society of the South of England 1;59;Southampton;Tolmerus atricapillus/Philonicus albiceps/;/Palae:/Europe/UK/;9992
Austen, E.E.;1902;Descriptions of new species of Hyperechia, Schin. (Family Asilidae), from Mashonaland;Transactions of the Entomological Society of London 1902;541-542;London;Hyperechia/;/Afrot:/Madagascar/;276
Austen, E.E.;1902;Predaceous Diptera - In: Marshall, G.A.K.: Five years observations and experiments (1896-1901) on the bionomics of South African insects, chiefly directed to the investigation of mimicry and warning colours and on appendix containing descriptens of n.sp.;Transactions of the Entomological Society of London 1902;331-337;London;;/Afrot:/South Africa/;277
Austen, E.E.;1909;Ruwenzori expedition reports. Part 10. Diptera;Transactions of the Zoological Society of London 19;85-100;London;Proagonistes n.sp./;/Afrot:/;278
Austen, E.E.;1914;On Diptera collected in the western Sahara by Dr.E.Hartert, with descriptions of new species, Part 2;Novitates zoologicae 21;265-274;London;Saropogon+Triclis+Dasythrix+Dysmachus+Nusa n.sp./;/Afrot:/Palae:/Algeria/North Africa/Sahara/;279
Austen, E.E.;1915;[Asilidae]. - In: Edwards, F.W.: Report on the Diptera collected by the British Ornithologists`Union Expedition and the Wollaston Expedition in Dutch New Guinea;Transactions of the Zoological Society of London 20;391-422, pl. 38 (398-406);London;;/Orien:/;9673
Ayala Landa, J.M.;1978;Contribucion al estudio de la tribu Asilini (Diptera: Asilidae);Revista de la Facultad de Agronomía 26;31-46;Maracay;Asilini/Eichoichemus n.sp./Aristofolia n.gen./Eicherax/Lecania/Pachichaeta/Cerozodus/;/Neotr:/Venezuela/;285
Ayala Landa, J.M.;1981;Contribucion al estudio de los Asilidos de Venezuela (Diptera-Asilidae);*Instit. Univ. Pedagogico de Caracas, Acta Macarao (N. S. ) 2;51-59;?;Pteralbis n.gen./;/Neotr:/Venezuela/;286
Ayala Landa, J.M.;1982;El genero Holcocephala Jaennicke (Diptera, Asilidae) en Venezuela - I.;Boletin de Entomologia Venezolana N.S. 2(3);21-32;Maracay;Holcocephala n.sp./;/Neotr:/Venezuela/;287
Ayala Landa, J.M.;1983;El genero Glaphyropyga Schiner (Diptera, Asilidae), en Venezuela;Boletin de Entomologia Venezolana N.S. 3(2);5-20;Maracay;Glaphyropyga n.sp./;/Neotr:/Venezuela/;288
Ayala Landa, J.M. & Baez, M.;1983;El genero Holcocephala Jaennicke (Diptera, Asilidae), en Venezuela-II.;Boletin de Entomologia Venezolana N.S. 3(1);1-4;Maracay;Holcocephala/;/Neotr:/Venezuela/;289
Bächli, G. & Rezbanyai-Reser, L.;1996;Schweizer Raubfliegen aus der Kollektion des Natur-Museums Luzern (Diptera: Asilidae);Entomologische Berichte Luzern 35;23-30;Luzern;;/Palae:/Luzern/Switzerland/;296
Bächli, G. & Rezbanyai-Reser, L.;1998;Schweizer Raubfliegen (Diptera, Asilidae) aus der Kollektion des Natur-Museums Luzern, II;Entomologische Berichte Luzern 40;91-98;Luzern;;/Palae:/Alps/Switzerland/;9896
Bächli, G. & Rezbanyai-Reser, L.;2004;Schweizer Raubfliegen (Diptera, Asilidae) aus der Kollektion des Natur-Museums Luzern;Entomologische Berichte Luzern 52;147-152;Luzern;;/Palae:/Alps/Switzerland/;11115
Bächli, G. & Rezbanyai-Reser, L.;2005;Schweizer Raubfliegen (Diptera: Asilidae) aus der Kollektion des Natur-Museums Luzern, III;Entomologische Berichte Luzern 52 (2004);147-152;Luzern;;/Palae:/Europe/Swizterland/Luzern/;10859
Bächli, G. & Weinberg, M. & Brancucci, M.;1995;Schweizer Raubfliegen (Diptera: Asilidae) im Naturhistorischen Museum Basel;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 35;357-386;Bucuresti;;/Palae:/Basel/Switzerland/;297
Back, E.A.;1904;New species of North American Asilidae;The Canadian Entomologist 36;289-293;Ottawa;Dasyllis+Saropogon+Ospriocerus+Anisopogon n.sp./;/Nearc:/USA/Canada/;293
Back, E.A.;1909;The robber flies of America, north of Mexico, belonging to the subfamilies Leptogastrinae and Dasypogoninae;Transactions of the American Entomological Society 35;137-400, pl. 2-12;Philadelphia;Leptogastrinae/Dasypogoninae/Willistonina n.gen./;/Nearc:/;294
Baez, M.;1982;Consideraciones zoogeográficas sobre la fauna de Dípteros de Cabro Verde (Insecta, Diptera);Courier Forschungsinstitut Senckenberg 52;231-240 (233);Frankfurt a.M.;Diptera/Syrphidae/Asilidae/Stichopogon/;/Afrot:/Palae:/Kapverden/;328
Baez, M.;1987;Notes sobre Leptogaster fragilissima Frey, 1936 (Dipt., Asilidae);Boletin de la Asociacion espanola de Entomologia 11;259-261;Salamanca;Leptogaster/;/Palae:/Canary Islands/;329
Baez, M. & Weinberg, M.;1981;Choerades fortunatus sp.n. from Canary Islands (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 23;171-175;Bucuresti;Choerades n.sp./;/Palae:/Canary Islands/;330
Bährmann, R.;1989;Zur Kenntnis der in der DDR vorhandenen Dipteren-Sammlungen;Entomologische Nachrichten und Berichte 33;75-78;Dresden - Leipzig;;/Palae:/Germany/;302
Bährmann, R.;1999;Zur Kenntnis der Dipterensammlungen Deutschlands [Contribution to the knowledge of the dipteran collections of Germany];Beiträge zur Entomologie 49(1);173-209;Berlin;;/Palae:/Europe/Germany/;9851
Bährmann, R.;2004;Die Diperen-Sammlung von Adolf Frank im Phyletischen Museum zu Jena;Abhandlungen und Berichte des Museums der Natur Gotha 23;53-68;Gotha;;/Palae:/Germany/;10806
Bainbrigge Fletcher, T.;1936;Asilus crabroniformis at Stroud in 1935;The Entomologist`s Record and Journal of Variation 48;10;London;Asilus crabroniformis/Orthoptera/;/Palae:/UK/;10265
Baker, N.T. & Fischer, R.L.;1975;A taxonomic and ecologic study of the Asilidae of Michigan;The Great Lakes entomologist 8(2);31-91;East Lansing;Laphria n.sp./Choerades gilva/;/Nearc:/Michigan/USA/;332
Baker, R.H.;1939;A list of robber flies from Coahuila, Mexico (Diptera: Asilidae);Bulletin of the Brooklyn Entomological Society 34;167-170;New York - Lancaster;;/Nearc:/Neotr:/Mexico/;333
Baker, R.R.;1983;Insect territorality;Annual Review of Entomology 28;65-89;Stanford;Insecta/;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/;334
Balduf, W.V.;1943;New food records of entomophagous insects (Hym., Dip., Col., Orth., Hemip.);Entomological News 54;12-15 (12);Vincentown;Asilus novaescotiae/Promachus vertebratus/;/Nearc:/;9749
Baltazar, C.R.;1990;An inventory of Philippine insects. 1. orders Neuroptera, Strepsiptera, Siphonaptera, Trichoptera & Diptera;Laguna: University of the Philippines Los Banos, College;707 pp. [nur Original];;Stratiomyidae/Strepsiptera/;/Orien:/Philippines/;346
Bambara, S.B.;1983;[But bumble bees don`t eat honey bees];Gleanings in bee culture 111(3);143;Medina;Mallophora/Promachus/Hymenoptera/;/Nearc:/;361
Banks, N.;1911;Four new species of Asilidae;The Canadian Entomologist 43;128-130;Ottawa;Ommatius+Mallophora+Laphria n.sp./;/Nearc:/USA/;378
Banks, N.;1913;Asilids catching Hymenoptera;Proceedings of the Entomological Society of Washington 15;51;Washington;Promachus/Hymenoptera/;/Nearc:/;379
Banks, N.;1913;Notes on Diptera;Proceedings of the Entomological Society of Washington 15;52;Washington;Laphria/;/Nearc:/;380
Banks, N.;1914;Notes on Asilidae with two new species;Psyche. A Journal of Entomology. Cambridge Entomological Club 21;131-133;Cambridge;Asilus+Leptogaster n.sp./;/Nearc:/;381
Banks, N.;1917;Notes on some new species of the genus Dioctria (Asilidae);Psyche. A Journal of Entomology. Cambridge Entomological Club 24;117-119;Cambridge;Dioctria n.sp./;/Nearc:/USA/;382
Banks, N.;1917;Synopsis of the genus Dasyllis (Asilidae);Bulletin of the Brooklyn Entomological Society 12;52-55;New York - Lancaster;Dasyllis n.sp./;/Nearc:/Neotr:/;383
Banks, N.;1920;Description of few new Diptera;The Canadian Entomologist 52;65-67;Ottawa;Stenopogon(Scleropogon)+Atomosia+Nicocles+Laphria(Choerades)+Asilus n.sp./;/Nearc:/Neotr:/Cuba/USA/;384
Baranov, N.;1938;Prilog poznavanju prirodnih neprijatelja goluba
ke mušice iz klase insecta;*Archiv Ministarstva Poljoprivrede i Šumarstva 5;12 pp.;?;Diptera/Simuliidae/Asilidae/Dioctria/;;10646
Barkemeyer, W.;1992;Zum Vorkommen einiger Fliegenfamilien im Bremer Bürgerpark (Diptera: Asilidae, Rhagionidae, Stratiomyidae, Tabanidae, Therevidae, Xylomyidae, Xylophagidae);Abhandlungen, Herausgegeben vom naturwissenschaftlichen Verein zu Bremen 42(1);143-156 (148-149);Bremen;Dioctria/Therevidae/Rhagionidae/Stratiomyidae/Tabanidae/Therevidae/;/Palae:/Germany/Bremen/;429
Barkemeyer, W.;1993;Zum Vorkommen von Holz-, Raub-, Schnepfen-, Stilett- und Waffenfliegen in Nordwestdeutschland (Diptera);Drosera. Naturkundliche Mitteilungen aus Nordwestdeutschland 93`(1/2);59-80;Oldenburg;Stratiomyidae/Athericidae/Rhagionidae/Therevidae/Xylomyidae/Xylophagidae/;/Palae:/Germany/Niedersachsen/;431
